segment_id,program,title,start,duration,start_s,duration_s,end_s
4e2526e14df4c791284d21bd20d0ac61ec02263a,PROG_2020_00823730,Kreikkalais-roomalaisen painin kotimainen kärki harjoittelee  kilpailunomaisella harjoitusleirillä Kuortaneella. Haast Arvi Savolainen  (SU+). Haast Elias Kuosmanen (SU+). Painia. Haast päävalmentaja Marko Yli- Hannuksela (SU+).,00:00:14.160,00:02:04.640,14.16,124.64000000000001,138.8
732dab4376ec366ecd3fd8245c9a84fe7448d162,PROG_2020_00823730,Jääkiekon SM-liigan peliä (Cmore).  Puhelinhaast SM-liigan kilpailutoimenjohtaja Arto I Järvelä (SU-). ,00:02:18.840,00:00:56.920,138.84,56.91999999999999,195.76
483e5e166fd387a117410f4fac887212ad4293c5,PROG_2020_00823804,"Suomen Cupissa Vantaalla hiihdetään lumipyryssä, naisten hiihto. Kerttu Niskanen (SU+) haast. Naisten palkintojenjako. Suomen Cupissa Vantaalla hiihdetään lumipyryssä, miesten hiihto. Ristomatti Hakola (SU+) haast.",00:01:06.560,00:02:05.520,66.56,125.52000000000001,192.08
48c892139422bc4a573b35ffffd9b38d1dbcffc8,PROG_2020_00823804,Kalervo Kummola (SU-) puhelinhaast.,00:00:10.440,00:00:56.080,10.44,56.08,66.52
0e3855c1659f1961b1e52b31dac38f245f0c09a9,PROG_2020_00823937,Mäkyppyä: Antti Aallon hypyt Bischofshofenissa. Haast Tommi Nikunen (SU+). Hidastuksia hypyistä. Niko Kytösahon hyppy. ,00:03:25.160,00:02:23.440,205.16,143.44000000000003,348.6
6bd4b2d5ba2d7b6e24c4fa62185d77112ab09665,PROG_2020_00823937,"Krista Pärmäkoski hiihtää lähdössä ja maastossa Pärmäkoski tulee maaliin. Haast Krista Pärmäkoski (SU+) (maski). Kärjessä hiihtänyt Jessie Diggins kaatuu  4 kilometrin kohdalla alamäessä, muut hiihtäjät hiihtävät hänen ohitseen. Julia Stupak hiihtää voittaja maaliin ja tuulettaa. Haast Julia Stupak (EN+) (maski). Mitalikolmikko palkintokorokkeella. Johanna Matintalo hiihtää. Haast Johanna Matintalo (SU+) (maski). Hiihdon miesten takaa-ajoa. Aleksandr Bolshunov hiihtää voittoon. ",00:05:48.640,00:02:09.360,348.64,129.36,478.0
c2e1c1aa70469241a7287a201c7c1500e7aebeaa,PROG_2020_00823937,"Anton Lundell jakaa mitaleita muille joukkueen pelaajille. Jääkieko-ottelua Suomi - Venäjä, Lundellin 1-0 maali.  Anton Lundell (SU+) puhuu. Haast Jukka Jalonen (SU+). Suomen joukkue juhlii. ",00:00:39.440,00:02:24.320,39.44,144.32,183.76
0850e92d52ee1796771ef9c6df15ea362225ab8c,PROG_2020_00823938,Toim Laura Arffman (SU+) selostaa. Sami Jauhojärvi (SU+) haast.,00:07:39.320,00:01:29.520,459.32,89.52000000000004,548.84
1934354ad2233b7e19c202fb7f02f422aee24b67,PROG_2020_00823938,Heikki Hiltunen (SU-) puhelinhaast.  ,00:05:27.360,00:00:28.640,327.36,28.639999999999986,356.0
9b4b3066468437c8d1f1885fdc1e143ab6d52de4,PROG_2020_00823938,"Suora: toim Tommi Seppälä (SU+) selostaa. Dallasin peliä (viaplay), Tampa Bayn voitonjuhlintaa (viaplay).",00:02:57.760,00:02:29.560,177.76,149.56,327.32
b2806824561288de7f2ea47e72247676551a42ce,PROG_2020_00823938,"Jääkiekkohalli Sunrisessa, Floridassa (ulko, sisä). Aleksander Barkov (SU+) haast (videohaast). Florida Panthersin harjoituksia. Barkov haastateltavana ottelun jälkeen, Florida Panthersin peliä (arkistokopio). ",00:00:38.600,00:02:19.120,38.6,139.12,177.72
0ed638c4f637974e240b97fed30f18ecfe2c8de9,PROG_2020_00824011,Koripallojoukkue Karhubasketin joukkueen palaveri kentän laidalla. Karhubasketin ja Salon välinen korpipallo-ottelua. Puhelinhaast Vesa Ojala (SU-). Puhelinhaast Tom Westerholm (SU-).,00:05:26.960,00:01:14,326.96,74.0,400.96
3e13d0170a27a6bcddf5c960e58bcc33739cceeb,PROG_2020_00824011,"Puhelinhaast Sami Jauhojärvi (SU-). Naishiihtäjät asettautuvat lähtöalueelle varusteineen, naisten yhteislähtö ja perinteistä hiihtoa.",00:03:00.920,00:01:38.120,180.92,98.12000000000003,279.04
acf17d79888b7d4330cdb6ff62146a6aa02f8415,PROG_2020_00824011,Enni Rukajärven lasku big air - kilpailussa (arkistokopio). Enni Rukajärvi (SU+) haast (videohaastattelu). Rene Rinnekangas laskee. Rene Rinnekangas (SU+) haast (videohaastattelu). Antti Koskinen (SU+) haast (videohaastattelu). ,00:07:43.240,00:02:03.080,463.24,123.08000000000004,586.32
f4cf84cc017f71d0c58a0bc51d2ee63809192624,PROG_2020_00824011,Suomen hiihtomaajoukkueen hotelli (ulko) Val di Fiemmessä. Toim Kimmo Porttila (SU+) selostaa. Kisajoukkuemaiden lippuja salossa. Haast Teemu Pasanen (SU+). Joukkueiden autoja hotellin parkissa. Maalialue Val di Fiemmen hiihtostadionilla. Miehet hiihtävät yhteislähdössä. Covid 19 -testausaseman kylttejä Val di Fiemmessä.,00:00:43,00:02:17.880,43.0,137.88,180.88
fbb9bd8d3fa6face88ccca6f24a10edbf4c4c2a1,PROG_2020_00824065,Markku Kanerva (SU+) puhuu. Markku Kanerva kiittää palkinnosta. ,00:00:10,00:01:13.840,10.0,73.84,83.84
0dbcd312b7d0c04f3040f2806c8ebdfa399bebce,PROG_2020_00824117,"Naisten liigan jääkiekko-ottelua HIFK - TPS.
",00:07:08.800,00:00:24.480,428.8,24.47999999999996,453.28
1650becd7e1aeb4865e3b79a334e5666ecf5556e,PROG_2020_00824117,Hiihtoa maastohiihdon maailmancupissa Tour de Skin yhteislähtökilpailussa Italiassa. Puhelinhaast Lasse Lehtonen (SU-). Puhelinhaast Johanna Matintalo (SU-). Puhelinhaast Markus Vuorela (SU-).,00:00:32.520,00:02:17.600,32.52,137.6,170.12
2f320e882a0289db500a59a112201788d95d042b,PROG_2020_00824117,Puhelinhaast Mari Eder (SU-).,00:02:50.160,00:01:09.080,170.16,69.08000000000001,239.24
3e3cbef0d5e7485b331b3e101769b8699c34b49c,PROG_2020_00824117,Jääkiekko-ottelua Rauman Lukko - Kärpät.,00:03:59.280,00:01:57,239.28,116.99999999999997,356.28
60a4a43f45b3ad1aa1de2e1c5a43a5d7c8687312,PROG_2020_00824117,Kalle Palander ja Sami Jauhojärvi uivat avannossa.,00:09:11.680,00:00:40.720,551.68,40.72000000000003,592.4
7c9507413cca03d23136f1ae1201b169f4b2cb4f,PROG_2020_00824117,Jääkiekko-ottelua Helsingin IFK - JYP. ,00:05:56.320,00:00:42.880,356.32,42.879999999999995,399.2
c54b9b1f53660b7f46bac46251f77da53a2ff565,PROG_2020_00824117,Naisten Mestaruusliigan lentopallo-ottelua Pölkky Kuusamo - LiigaPloki.,00:07:46.320,00:00:33.160,466.32,33.160000000000025,499.48
d8ab4ff474bb7ba726699359235841ab25cf9026,PROG_2020_00824117,Jääkiekko-ottelua Jokerit - Spartak.,00:06:39.240,00:00:29.520,399.24,29.519999999999982,428.76
f000f5901c869f07eee5b2a95721aa5f82f61751,PROG_2020_00824117,Miesten F-liigan salibandy-ottelua Westend Indians - Jyväskylän Happee.,00:08:19.520,00:00:29.520,499.52,29.519999999999982,529.04
1a45cfec057217a0caebdf78b90346edcf26c5fb,PROG_2020_00824275,"Kimmo Porttila kulkee kentällä, lentokone nousee ja laskeutuu teknisen vian takia (kuvattu koneesta, myös nopeutettua kuvaa), toim Kimmo Porttila (SU+) selostaa maski päällä lentokoneessa. Kuvaaja Esa Fills ja Kimmo Porttila taas Helsingin lentokentällä (kuvattu Porttilan kännykkäkameralla). Kone laskeutuu Zürichiin, auto ajaa vuoristossa (myös nopeutettua kuvaa). Toim Kimmo Porttila (SU+) selostaa autiolla kadulla odottamassa vuoden vaihtumista, suljettuja kahviloita ja hotelleja. Florian Rottensteiner (EN+) haast. Teemu Pasanen (SU+) haast. Toim Porttilalta otetaan koronanäyte (koronatestaus) nenästä eikä se onnistu ensimmäisellä kerralla. Ihmisiä hiihtelemässä, suksien kanssa kaupungilla. Alberto Comini (EN+) haast. Lumisia alppeja iltahämärässä.",00:03:40.680,00:02:36.640,220.68,156.64,377.32
1cde04b18da07f5903f483dafb60fb3336e1a3f7,PROG_2020_00824275,HPK-Vaasan sport jääkiekko-ottelu (myös hidastettua kuvaa). HPK:n Kristjan Kombe tekee maalin 2-0-johtoon. Sportin Michael Keränen tekee maalin 2-1. Sportin Eemil Erholtz tekee maalin  3-3. Sportin Janne Keränen tekee maalin voittomaalikisassa. Lukko-JYP -jääkiekko-ottelu (myös hidastettua kuvaa). Lukon Pavol Skalicky tekee maalin 1-0. Lukon Eetu Koivistoinen tekee maalin 2-0. KalPa-Ilves -jääkiekko-ottelu (myös hidastettau kuva). Kalpan Kai Kantola tekee maalin 2-0. KalPan Miska Humaloja tekee maalin 3-2. ,00:12:34.240,00:02:04.760,754.24,124.75999999999999,879.0
24a9f3f9231b8ecc6d5329ea48ddcbf4ba6be389,PROG_2020_00824275,Lentopallon miesten Mestaruusliigan peli Etta - Hurrikaani Loimaa. Tyhjässä katsomossa peliä seuraa Suomen maajoukkuevalmentaja Sami Kurttila. Sami Kurttila (SU+) haast. Niklas Seppänen (SU+) haast. Aleksi Muukkonen (SU+) haast.,00:15:34.400,00:02:48.519,934.4,168.51900000000012,1102.919
3e3f540be54e54f1ecd655e5398c5263d85ef41a,PROG_2020_00824275,"Krista Pärmäkoski hiihtää Tour de Skin kisassa Val di Fiemmessä (myös hidastettua kuvaa). Ruotsin Linn Svahn, Maja Dahlqvist ja Emma Ribom tulevat maaliin. Krista Pärmäkoski (SU+) haast. Sami Jauhojärvi (SU+) haast. Grafiikka. Markus Vuorela hiihtää karsinnoissa (myös hidastettua kuvaa). Markus Vuorela (SU+) haast.",00:00:55.400,00:02:45.240,55.4,165.23999999999998,220.64
6660c99f9ff0a6444dd137a14c406df8236dda4f,PROG_2020_00824275,Lukas Hradecky päästää helpon maalin (arkistokopio). Lukas Hradecky (SU+) haast (videohaastattelu). Leverkusenin pelejä (arkistokopio). Hradecky pelaa Suomen maajoukkueessa (arkistokopio).,00:08:34.920,00:02:14.480,514.92,134.48000000000002,649.4
73d01c297b16250325083e958461146261b9c433,PROG_2020_00824275,Antti Aalto (SU-) puhelinhaast.,00:06:17.360,00:00:56.560,377.36,56.56,433.92
039f46add8f00ec40f93d0cdd5e9f76e7448380b,PROG_2020_00824315,Studiokeskustelu jatkuu. Haast Tuomo Salonen (SU+). ,00:15:00.480,00:00:53.800,900.48,53.799999999999955,954.28
1515ca0a1dcfd4f27a7f6456cefa56d9270e9859,PROG_2020_00824315,Nico Rönnberg pelaa käsipalloa BK-46n riveissä. Nico Rönnberg tekee maaleja. Haast Nico Rönnberg (SU+). Käsipalloa-ottelua BK-46 vastaan Åbo IFK. ,00:08:33.200,00:01:44.520,513.2,104.51999999999998,617.72
30c10932bb933f016204d3789f39bf953dc8ffed,PROG_2020_00824315,Studiokeskustelu. Haast Tuomo Salonen (SU+). KUM (poimintoja kisakalenterista). ,00:12:16.560,00:02:14.720,736.56,134.72000000000003,871.28
4349ba7c851d6d1aa2431bd7da1a324c6c30c828,PROG_2020_00824315,Yhdistetyn kohokohtia. Lopputekstit. ,00:19:02.560,00:00:26.800,1142.56,26.799999999999955,1169.36
9034cf94993e87d3db2bd90f27da60ec51d4bd20,PROG_2020_00824315,Maisemia Ragusasta Sisiliasta. Koripallopeliä. Naisten koripalloa. Virtus Eirenen harjoitukset. Haast Awak Kuier (SU+). Awak Kuier harjoittelee Italiassa. Awak Kuier leikkii kissan kanssa. Valokuvia seinällä. ,00:04:37.960,00:03:22.560,277.96,202.56,480.52
bdeac88b67f64adc2d3cc286070826987df443ea,PROG_2020_00824315,"Mikko Paavola harjoittelee hallilla. Haast Mikko Paavola (SU+). Seipäitä. Paavola nostaa seivästä (ylhäällä kamera kiinni, kuva sieltä). Mikko Paavola hyppää Kalevan kisoissa 2020. ",00:10:21.320,00:01:55.200,621.32,115.19999999999993,736.52
e76564d1c930c9a06d0cbc8370ddc0850e6b1166,PROG_2020_00824315,Tunturirallia. Ajokuvaa ralliauton sisältä. Haast Heikki Poranen (SU+). Haast Kai Tarkiainen (SU+) (maski). Tunturirallia. Toimittaja Jussi Jäkälä (SU+) selostaa porojen keskeltä. Ralliauto ajaa lumisissa maisemissa. Haast Teemu Asunmaa (SU+) (maski). Ralliautoa korjataan tai säädetään. Haast Oliver Solberg (EN+) (maski) .Haast Juho Hänninen (SU+) (maski) .Autoja säädetään. ,00:15:54.320,00:02:19.120,954.32,139.12,1093.44
e97eeab8b74671f5c822ee8a353d8f9f039f0a93,PROG_2020_00824315,Haast Valtteri Bottas (SU+) (maski). ,00:18:13.480,00:00:49.040,1093.48,49.039999999999964,1142.52
f8c05d311f95d62f4e520b3b15e693c0474e9087,PROG_2020_00824315,Haast Topi Raitanen (SU+) (videohaastattelu). Topi Raitanen kisaa. ,00:14:31.320,00:00:29.120,871.32,29.120000000000005,900.44
fea7134f6ee826c533bbf8dd8024f14471b165f3,PROG_2020_00824315,Ilkka Herolan hyppy Val di Fiemmessä. Hirvosen hyppy. Yhdistetyn hiihto-osuus. Ilkka Herola - Eero Hirvonen sijoittuvat kolmenneksi. Haast Eero Hirvonen (SU+) (videohaastettelu). Haast Ilkka Herola (SU+) (videohaastattelu). Ilkka Herola - Eero Hirvonen palkintokorokkeella. ,00:00:52.560,00:02:02.440,52.56,122.44,175.0
2b11f4d911439a6b67475da086a268a99528fdc0,PROG_2020_00824381,Maalivahti Joonas Korpisalon torjuntatyöskentelyä. Joonas Korpisalo harjoittelee torjuntoja. Haast Joonas Korpisalo (SU+). Joonas Korpisalo torjuu peileissä (käsiteltyä kuvaa). ,00:11:47.080,00:02:09.680,707.08,129.67999999999995,836.76
3f4d0f87147dd7385f7e67fa104196e13cb00bc9,PROG_2020_00824381,"Haast Petteri Koponen (SU+) (maski). Koponen pelaa maajoukkueessa.  
",00:14:18.960,00:01:02,858.96,62.0,920.96
4574d785ae3aa078a226c203c8e2fcd4b674c770,PROG_2020_00824381,"Toimittaja Antti-Jussi Sipilä (SU+) selostaa screenin edessä grafiikan avulla alkavaa NHL kautta. 
",00:09:46.200,00:02:00.840,586.2,120.83999999999992,707.04
75cec70edfcd5c07cdcd97d2b895a1d0e9c26094,PROG_2020_00824381,"Toimittaja Petra Manner (SU+) haast Sami Jauhojärvi (SU+) Urheilustudion lavasteissa. Vuorelan hiihtoa Tour de skillä. Pärmäkoski hiihtää Tourilla. 
",00:05:37.840,00:01:40.920,337.84000000000003,100.91999999999996,438.76
9ad55d36aa6d926a6937a9dd2438793e43ceb6cd,PROG_2020_00824381,"Tour de Ski kooste, lopputekstit.  
",00:19:04.720,00:00:38.040,1144.72,38.039999999999964,1182.76
c7c7913b094761f52df4e6797b535d0b6a8e6ac2,PROG_2020_00824381,"Puhelinhaast Antti Aalto (SU-). Antti Aallon hyppy ja hidastus. 
",00:07:18.800,00:01:05.080,438.8,65.07999999999998,503.88
d4beaaa36945630a77f6bc57891774950104744d,PROG_2020_00824381,Haast Jere Nyström (SU+). Korian Ponnen korkeushyppääjä Jere Nyström harjoittelee valmentajansa Kai Niemen kanssa Lapinjärven liikuntahallissa. Jere Nyström hyppyy korkeita esteitä liikuntahallissa. ,00:16:50.880,00:02:13.800,1010.88,133.80000000000007,1144.68
d9e98d40b2cdede6b34cc355a81be2bf29be5d25,PROG_2020_00824381,"Yhteislähtö, naisten hiihdon lähtö Alpe Cermisin loppunousuun Tor de Skillä, naiset hiihtävät nousua (myös ilmakuva),  Ruotsin Ebba Andersson hiihtää voittajana maaliin, Jessica Diggins hiihtää maaliin. Haast Krista Pärmäkoski (SU+) (maski). Nousua. Ilmakuvaa.  Venäjän Denis Spitsov hiihtää voittajana maaliin, Aleksander Bolshunov hiihtää maaliin. Haast Markus Vuorela (SU+). 
",00:00:58.360,00:02:12.840,58.36,132.83999999999997,191.2
f8b536456fc2a333dae9c07d2d9bfa2d2ca0aa7a,PROG_2020_00824381,"Toimittaja Kimmo Porttila (SU+) (maski) selostaa. Haast Teemu Pasanen (SU+) (maski). Pärmäkoski hiihtää. Naisten hiihtoa. Markus Vuorela hiihtää. Miesten hiihtoa. 
",00:03:11.240,00:02:26.560,191.24,146.56,337.8
0b374e19f03c0d3f6bcfdb8d24b91861bfa10a0e,PROG_2020_00824382,Maajoukkue harjoittelee sisähallissa. Maajoukkue harjoittelee ulkona lumisateessa. Janne Hänninen (SU+) haast. Samuli Suomalainen (SU+) haast. Samuli Suomalainen harjoittelee lähtöjä (myös lähi). ,00:12:20.840,00:02:08.520,740.84,128.51999999999998,869.36
4667f3a017821620091f2bee4671dae0adb35c5f,PROG_2020_00824382,Ella Junnila hyppää kisoissa (arkistokopio). Junnila harjoittelee. Ella Junnila (SU+) haast. Grafiikka. Salibandy-peli (arkistokopio). Ruokaa otetaan noutopöydästä (lähi). Roosa Huuskonen (SU+) haast. Marja Kokkonen (SU-) puhelinhaast.,00:00:55.760,00:02:57.400,55.76,177.4,233.16
7122689b17c4ff0ada9c5b45b5776389a8078dd6,PROG_2020_00824382,Liverpool-Manchester United -jalkapallo-ottelu (myös hidastettua kuvaa). Ottelu päättyy 0-0.,00:10:12.520,00:01:43.920,612.52,103.92000000000007,716.44
8ecda23ef02dd299b8e41a47f4b0d3addf8513d7,PROG_2020_00824382,"Studiokeskustelu toim Janne Karinkanta (SU0), haast Katja Mjösund (SU+).",00:03:53.200,00:03:53.399,233.2,233.399,466.599
b0dd66f43adeddddb438bf11c4d6a2404cdbb9d8,PROG_2020_00824382,"Val di Femme (ilmakuvaa). Yhdistetyn mäkihyppykisa Pohjois-Italian Val di Femmessä, yhdistetyn hiihtokisa (myös hidastettua kuvaa). Ilkka Herola (SU+) haast (videohaastattelu). Maalikamppailu, Norjan Jan-Magnus Riiber voittaa (selostus Mikko Hannula).",00:07:46.600,00:02:03.680,466.6,123.67999999999995,590.28
b705bf610477ef71c5284b4340dec03bba0d3e32,PROG_2020_00824382,"Huuhkajien pelejä, voitonjuhlintaa (arkistokopio, käsiteltyä kuvaa). Grafiikka. ",00:11:56.480,00:00:24.320,716.48,24.319999999999936,740.8
db77caeb5737f08de10bab3738a72d9814ba5e67,PROG_2020_00824382,Val di Fiemmen kisoja. ,00:18:21.640,00:00:41.600,1101.64,41.59999999999991,1143.24
eeee180a15f860f8dbd027aa1ddbd2756b1251af,PROG_2020_00824382,Nuori treenaamassa ulkona uimahallin edessä. Tuomo Puumala (SU+) haast. Eemeli Kaartinen (SU+) haast. Simo Karvinen (SU+) haast. Nuoria treenamssa jalkapalloa ulkona. Kristian Heikkinen (SU+) haast. Telinevoimistelukisoja (arkistokopio). ,00:15:55.680,00:02:25.920,955.68,145.91999999999996,1101.6
PROG_2020_00823730,PROG_2020_00823730,Urheiluruutu,,279.2,,279.2,
PROG_2020_00823804,PROG_2020_00823804,Urheiluruutu,,279.04,,279.04,
PROG_2020_00823937,PROG_2020_00823937,Urheiluruutu,,608.2,,608.2,
PROG_2020_00823938,PROG_2020_00823938,Urheiluruutu,,573.15,,573.15,
PROG_2020_00824011,PROG_2020_00824011,Urheiluruutu,,615.05,,615.05,
PROG_2020_00824065,PROG_2020_00824065,Urheiluruutu,,220.09,,220.09,
PROG_2020_00824117,PROG_2020_00824117,Urheiluruutu,,592.11,,592.11,
PROG_2020_00824170,PROG_2020_00824170,Urheiluruutu,,247.09,,247.09,
PROG_2020_00824275,PROG_2020_00824275,Urheiluruutu,,1157.06,,1157.06,
PROG_2020_00824315,PROG_2020_00824315,Urheiluruutu,,1169.11,,1169.11,
PROG_2020_00824381,PROG_2020_00824381,Urheiluruutu,,1182.2,,1182.2,
PROG_2020_00824382,PROG_2020_00824382,Urheiluruutu,,1143.08,,1143.08,
